[361, 240, -110]
[371, 225, -117]
[376, 224, -117]
[382, 223, -118]
[360, 227, -110]
[357, 227, -110]
[354, 228, -110]
[397, 227, -103]
[355, 233, -60]
[371, 250, -100]
[356, 253, -89]
[450, 271, -70]
[332, 292, -18]
[492, 353, -108]
[331, 374, 61]
[449, 373, -165]
[323, 412, 88]
[446, 389, -177]
[318, 427, 87]
[438, 367, -175]
[319, 417, 82]
[435, 367, -164]
[324, 410, 87]
[431, 448, -16]
[350, 457, 16]
[417, 584, 91]
[338, 586, 137]
[410, 737, 284]
[343, 757, 289]
[413, 764, 305]
[347, 775, 303]
[396, 779, 260]
[345, 802, 241]
[303, 62, -15]
[307, 57, -22]
[308, 58, -22]
[308, 58, -22]
[308, 57, -8]
[309, 57, -8]
[310, 57, -8]
[314, 63, -43]
[317, 62, 18]
[304, 69, -22]
[305, 69, -4]
[320, 97, -76]
[329, 97, 52]
[328, 142, -95]
[336, 145, 57]
[311, 176, -84]
[329, 180, 27]
[308, 186, -94]
[328, 189, 27]
[306, 184, -92]
[326, 189, 17]
[307, 182, -82]
[326, 186, 22]
[337, 184, -41]
[327, 180, 41]
[314, 233, -90]
[287, 204, 26]
[326, 307, -105]
[321, 255, 66]
[334, 322, -108]
[331, 262, 69]
[298, 320, -149]
[303, 269, 60]
[303, 63, -21]
[307, 58, -28]
[308, 58, -28]
[309, 59, -28]
[308, 58, -15]
[309, 58, -15]
[310, 58, -15]
[314, 64, -49]
[317, 63, 10]
[305, 70, -28]
[305, 71, -10]
[320, 97, -80]
[330, 98, 47]
[328, 141, -95]
[341, 144, 57]
[308, 173, -86]
[341, 178, 32]
[303, 182, -96]
[342, 185, 32]
[301, 179, -94]
[339, 185, 24]
[303, 176, -85]
[338, 183, 27]
[335, 183, -41]
[329, 180, 41]
[314, 234, -84]
[300, 216, 90]
[326, 306, -94]
[319, 259, 158]
[334, 321, -96]
[327, 266, 163]
[299, 320, -135]
[299, 271, 158]
[304, 64, -41]
[308, 59, -48]
[308, 59, -48]
[309, 59, -48]
[308, 58, -35]
[309, 59, -35]
[310, 59, -35]
[315, 64, -65]
[317, 63, -7]
[305, 71, -46]
[305, 71, -29]
[323, 97, -95]
[330, 99, 33]
[330, 140, -110]
[340, 144, 46]
[301, 174, -106]
[342, 178, 18]
[296, 182, -119]
[344, 186, 17]
[293, 179, -116]
[341, 186, 8]
[295, 176, -104]
[340, 183, 13]
[335, 183, -41]
[329, 180, 41]
[315, 235, -75]
[297, 221, 94]
[326, 306, -78]
[319, 262, 165]
[335, 320, -80]
[327, 269, 171]
[299, 321, -121]
[299, 274, 165]
[305, 64, -38]
[309, 59, -46]
[310, 59, -46]
[310, 59, -46]
[309, 59, -32]
[310, 59, -32]
[311, 59, -32]
[317, 64, -63]
[318, 63, -5]
[306, 71, -44]
[306, 71, -27]
[325, 97, -92]
[331, 99, 34]
[330, 140, -109]
[340, 144, 45]
[300, 172, -106]
[341, 178, 16]
[294, 181, -118]
[343, 186, 15]
[290, 176, -115]
[340, 186, 6]
[293, 174, -104]
[340, 184, 11]
[335, 183, -41]
[329, 181, 41]
[316, 236, -67]
[297, 219, 87]
[326, 307, -67]
[319, 258, 160]
[335, 321, -68]
[327, 263, 166]
[299, 321, -107]
[301, 270, 163]
[306, 64, -34]
[310, 59, -41]
[311, 59, -41]
[312, 59, -41]
[310, 59, -28]
[311, 59, -28]
[312, 59, -28]
[318, 64, -60]
[319, 63, 0]
[308, 71, -40]
[308, 71, -23]
[327, 97, -91]
[333, 100, 39]
[331, 142, -107]
[337, 145, 50]
[294, 170, -102]
[337, 178, 17]
[286, 177, -115]
[339, 186, 17]
[282, 171, -111]
[336, 185, 8]
[285, 169, -100]
[335, 182, 13]
[336, 185, -41]
[331, 183, 41]
[316, 236, -62]
[306, 222, 113]
[326, 307, -59]
[318, 259, 191]
[335, 321, -60]
[325, 264, 198]
[299, 321, -97]
[299, 269, 195]
[308, 64, -32]
[312, 59, -40]
[313, 59, -40]
[313, 59, -40]
[312, 59, -25]
[313, 59, -25]
[314, 59, -25]
[320, 64, -58]
[321, 63, 2]
[310, 71, -39]
[310, 71, -20]
[329, 97, -88]
[335, 100, 41]
[331, 143, -103]
[333, 145, 62]
[293, 166, -100]
[316, 174, 35]
[285, 172, -111]
[313, 180, 34]
[281, 166, -108]
[310, 178, 23]
[284, 165, -98]
[311, 176, 29]
[337, 185, -41]
[333, 184, 41]
[317, 236, -66]
[312, 225, 119]
[326, 308, -67]
[318, 270, 186]
[335, 321, -68]
[325, 278, 192]
[299, 321, -105]
[299, 278, 185]
[310, 64, -23]
[314, 59, -29]
[315, 59, -30]
[316, 59, -30]
[314, 59, -16]
[315, 59, -16]
[315, 59, -16]
[322, 64, -48]
[323, 63, 10]
[312, 71, -29]
[312, 71, -12]
[334, 98, -79]
[335, 101, 50]
[329, 143, -94]
[324, 145, 68]
[290, 160, -87]
[298, 170, 37]
[279, 166, -100]
[292, 174, 35]
[277, 160, -97]
[289, 171, 24]
[281, 158, -85]
[291, 170, 31]
[338, 185, -40]
[332, 184, 40]
[317, 236, -66]
[313, 225, 111]
[326, 308, -73]
[318, 273, 174]
[335, 321, -74]
[324, 281, 180]
[299, 321, -111]
[299, 281, 173]
[312, 64, -23]
[316, 59, -30]
[317, 59, -30]
[318, 59, -30]
[316, 59, -17]
[316, 59, -16]
[317, 59, -17]
[325, 64, -47]
[324, 63, 11]
[314, 71, -29]
[313, 71, -12]
[338, 98, -78]
[329, 102, 50]
[328, 143, -96]
[319, 146, 66]
[289, 156, -93]
[287, 160, 34]
[279, 161, -107]
[286, 168, 35]
[276, 153, -104]
[283, 165, 21]
[279, 152, -92]
[286, 164, 29]
[340, 185, -39]
[331, 184, 39]
[318, 236, -76]
[311, 225, 112]
[326, 308, -87]
[318, 273, 180]
[335, 321, -90]
[324, 280, 186]
[299, 322, -129]
[302, 290, 177]
[314, 64, -22]
[318, 59, -29]
[318, 59, -29]
[319, 59, -29]
[317, 59, -16]
[318, 59, -16]
[318, 59, -16]
[327, 64, -46]
[326, 63, 10]
[316, 71, -28]
[315, 71, -11]
[339, 98, -76]
[331, 102, 49]
[326, 143, -95]
[322, 146, 65]
[288, 151, -95]
[299, 164, 33]
[278, 154, -108]
[296, 169, 32]
[277, 147, -105]
[293, 166, 21]
[280, 147, -93]
[295, 165, 28]
[340, 185, -39]
[331, 184, 39]
[318, 236, -73]
[314, 227, 121]
[326, 309, -86]
[323, 282, 192]
[335, 322, -89]
[324, 285, 198]
[299, 322, -129]
[303, 296, 189]
[315, 64, -22]
[319, 59, -29]
[320, 59, -29]
[320, 59, -29]
[318, 59, -16]
[319, 59, -16]
[319, 59, -16]
[328, 64, -45]
[327, 63, 10]
[317, 71, -27]
[316, 71, -11]
[341, 98, -73]
[331, 103, 49]
[324, 142, -93]
[318, 145, 58]
[286, 146, -94]
[303, 164, 16]
[275, 147, -107]
[301, 169, 12]
[275, 140, -104]
[299, 166, 4]
[279, 140, -92]
[300, 164, 11]
[340, 185, -38]
[331, 184, 38]
[318, 235, -76]
[314, 227, 122]
[326, 309, -100]
[324, 284, 193]
[335, 322, -103]
[324, 285, 199]
[299, 322, -147]
[303, 298, 190]
[315, 64, -17]
[320, 59, -24]
[320, 59, -24]
[321, 59, -24]
[319, 59, -11]
[319, 59, -11]
[320, 59, -11]
[329, 64, -40]
[328, 63, 14]
[318, 71, -22]
[317, 71, -6]
[341, 98, -69]
[332, 102, 51]
[320, 140, -86]
[324, 146, 58]
[278, 141, -82]
[318, 172, 21]
[266, 143, -92]
[318, 179, 18]
[266, 132, -90]
[316, 176, 8]
[273, 134, -80]
[315, 174, 16]
[341, 185, -38]
[331, 184, 38]
[318, 234, -92]
[313, 226, 125]
[326, 309, -118]
[324, 281, 199]
[335, 322, -122]
[325, 282, 206]
[299, 322, -166]
[303, 293, 197]
[316, 65, -16]
[320, 59, -23]
[321, 59, -23]
[322, 60, -23]
[320, 59, -11]
[320, 59, -11]
[321, 59, -11]
[330, 64, -39]
[329, 63, 13]
[319, 71, -21]
[318, 71, -6]
[342, 98, -65]
[333, 102, 48]
[318, 138, -83]
[327, 146, 54]
[279, 126, -76]
[320, 174, 22]
[269, 122, -85]
[321, 181, 20]
[269, 117, -82]
[318, 178, 10]
[273, 119, -74]
[318, 176, 17]
[341, 185, -37]
[330, 185, 37]
[318, 233, -90]
[312, 225, 128]
[326, 309, -119]
[324, 275, 206]
[335, 322, -123]
[325, 279, 214]
[299, 322, -166]
[304, 283, 207]
[317, 65, -17]
[321, 59, -24]
[322, 59, -24]
[323, 60, -24]
[320, 59, -13]
[321, 59, -13]
[321, 59, -13]
[331, 64, -41]
[329, 63, 10]
[320, 71, -23]
[319, 71, -6]
[343, 97, -67]
[333, 102, 45]
[318, 136, -93]
[323, 143, 55]
[281, 122, -100]
[304, 159, 25]
[273, 116, -112]
[301, 163, 23]
[272, 112, -108]
[299, 159, 16]
[276, 114, -99]
[300, 158, 21]
[341, 186, -37]
[330, 185, 37]
[318, 233, -86]
[313, 226, 127]
[326, 309, -110]
[321, 275, 204]
[335, 322, -114]
[324, 281, 211]
[299, 322, -156]
[304, 289, 204]
[316, 65, -15]
[321, 59, -23]
[322, 59, -23]
[323, 60, -23]
